No,Heartbeat,Temperature,Spo2,UserCode,GyroX,GyroY,GyroZ,Time,Label
47,142,36.8,96,27,3.15,9.23,1.3756552,1.24E+13,Sitting
48,135,36.6,98,27,3.06,9.34,1.334794,1.24E+13,Sitting
49,131,36.7,98,27,3.06,9.28,1.2666923,1.24E+13,Sitting
50,139,36.7,95,27,3.15,9.3,1.2666923,1.24E+13,Sitting
51,132,36.7,96,27,3.17,9.28,1.3075534,1.24E+13,Sitting
52,131,36.7,95,27,3.21,9.3,1.1849703,1.24E+13,Sitting
53,137,36.6,97,27,3.17,9.34,1.3075534,1.24E+13,Sitting
54,129,36.7,96,27,3.17,9.38,1.2666923,1.24E+13,Sitting
55,135,36.7,99,27,3.15,9.28,1.2258313,1.24E+13,Sitting
56,133,36.8,96,27,3.34,9.23,1.3075534,1.24E+13,Sitting
57,129,36.6,98,27,3.11,9.34,1.2666923,1.24E+13,Sitting
58,136,36.7,98,27,3.15,9.28,1.2258313,1.24E+13,Sitting
59,133,36.8,97,27,3.11,9.38,1.2258313,1.24E+13,Sitting
60,128,36.7,98,27,3.26,9.28,1.334794,1.24E+13,Sitting
61,137,36.7,98,27,3.17,9.28,1.2666923,1.24E+13,Sitting
62,135,36.7,95,27,3.15,9.3,1.334794,1.24E+13,Sitting
63,138,36.6,98,27,3.17,9.3,1.2258313,1.24E+13,Sitting
64,128,36.8,96,27,3.11,9.23,1.2666923,1.24E+13,Sitting
65,138,36.8,97,27,3.34,9.28,1.334794,1.24E+13,Sitting
66,134,36.7,95,27,3.15,9.43,1.334794,1.24E+13,Sitting
67,138,36.6,96,27,3.17,9.28,1.2258313,1.24E+13,Sitting
68,133,36.7,95,27,3.26,9.28,1.2666923,1.24E+13,Sitting
69,138,36.6,99,27,3.21,9.34,1.3756552,1.24E+13,Sitting
70,133,36.8,95,27,3.15,9.38,1.2666923,1.24E+13,Sitting
71,135,36.6,95,27,3.15,9.38,1.2258313,1.24E+13,Sitting
72,141,36.7,95,27,3.15,9.28,1.334794,1.24E+13,Sitting
73,134,36.7,96,27,3.15,9.28,1.3075534,1.24E+13,Sitting
74,133,36.7,95,27,3.02,9.28,1.1849703,1.24E+13,Sitting
75,133,36.7,97,27,3.06,9.3,1.3756552,1.24E+13,Sitting
76,131,36.8,98,27,3.41,9.08,1.4982382,1.24E+13,Sitting
77,128,36.6,99,27,3.26,9.04,1.3756552,1.24E+13,Sitting
78,138,36.7,95,27,3.02,9.47,1.3756552,1.24E+13,Sitting
79,135,36.8,99,27,2.87,9.66,1.2666923,1.24E+13,Sitting
80,138,36.7,99,27,3.11,9.38,0.92618364,1.24E+13,Sitting
81,132,36.7,97,27,3.3,9.23,1.1168685,1.24E+13,Sitting
82,141,36.7,98,27,3.49,9.11,1.4573772,1.24E+13,Sitting
83,136,36.6,99,27,3.41,9.11,1.4165162,1.24E+13,Sitting
84,128,36.6,98,27,3.21,9.28,1.3075534,1.24E+13,Sitting
85,136,36.6,98,27,2.83,9.51,1.2258313,1.24E+13,Sitting
86,137,36.7,95,27,3.06,9.34,1.0351465,1.24E+13,Sitting
87,133,36.8,96,27,2.98,9.51,1.0760075,1.24E+13,Sitting
88,135,36.6,97,27,3.26,9.3,1.3075534,1.24E+13,Sitting
89,141,36.7,97,27,3.68,9.11,1.4165162,1.24E+13,Sitting
90,129,36.7,99,27,3.6,9.04,1.3075534,1.24E+13,Sitting
91,136,36.8,99,27,3.11,9.51,1.1849703,1.24E+13,Sitting
92,130,36.8,96,27,3.11,9.3,1.1441092,1.24E+13,Sitting
93,140,36.7,97,27,3.3,9.28,1.0760075,1.24E+13,Sitting
94,141,36.7,97,27,2.98,9.47,1.0351465,1.24E+13,Sitting
95,142,36.6,98,27,2.53,9.7,0.92618364,1.24E+13,Sitting
96,129,36.8,99,27,3.11,9.34,1.1441092,1.24E+13,Sitting
97,138,36.7,98,27,3.64,9.08,1.2666923,1.24E+13,Sitting
98,132,36.6,96,27,3.6,9.15,1.1441092,1.24E+13,Sitting
99,135,36.7,98,27,3.11,9.43,1.3075534,1.24E+13,Sitting
100,132,36.7,95,27,3.45,9.3,1.4982382,1.24E+13,Sitting
101,132,36.7,96,27,3.21,9.04,1.2666923,1.24E+13,Sitting
102,134,36.8,99,27,3.26,9.51,1.1441092,1.24E+13,Sitting
103,133,36.7,99,27,1.95,9.96,0.88532263,1.24E+13,Sitting
104,131,36.6,99,27,3.53,8.77,1.334794,1.24E+13,Sitting
105,129,36.7,97,27,2.98,9.66,1.1168685,1.24E+13,Sitting
106,141,36.6,96,27,3.02,9.28,1.2258313,1.24E+13,Sitting
107,140,36.7,98,27,3.34,9.23,1.1849703,1.24E+13,Sitting
108,136,36.8,95,27,2.96,9.38,1.334794,1.24E+13,Sitting
109,133,36.7,95,27,3.15,9.28,1.3075534,1.24E+13,Sitting
110,135,36.8,96,27,2.98,9.34,1.1849703,1.24E+13,Sitting
111,128,36.7,96,27,3.26,9.28,1.334794,1.24E+13,Sitting
112,129,36.8,99,27,3.17,9.38,1.1168685,1.24E+13,Sitting
113,133,36.7,95,27,3.11,9.43,1.1168685,1.24E+13,Sitting
114,138,36.7,95,27,3.15,9.34,1.1168685,1.24E+13,Sitting
115,137,36.8,96,27,3.11,9.43,1.1168685,1.24E+13,Sitting
116,130,36.7,98,27,3.38,9.34,1.2666923,1.24E+13,Sitting
117,140,36.7,99,27,3.38,9.34,1.2666923,1.24E+13,Sitting
118,140,36.7,95,27,3.06,9.38,1.2258313,1.24E+13,Sitting
119,138,36.6,95,27,3.06,9.43,1.334794,1.24E+13,Sitting
120,133,36.7,98,27,3.06,9.43,1.334794,1.24E+13,Sitting
121,140,36.8,98,27,3.45,9.23,1.1849703,1.24E+13,Sitting
122,135,36.7,95,27,3.21,9.3,1.2666923,1.24E+13,Sitting
123,128,36.6,95,27,2.91,9.47,1.334794,1.24E+13,Sitting
124,136,36.7,95,27,3.17,9.23,1.1849703,1.24E+13,Sitting
125,133,36.7,99,27,3.17,9.28,1.2666923,1.24E+13,Sitting
126,131,36.7,96,27,3.06,9.23,1.334794,1.24E+13,Sitting
127,133,36.7,95,27,3.02,9.28,1.2258313,1.24E+13,Sitting
128,140,36.6,97,27,3.06,9.38,1.334794,1.24E+13,Sitting
129,132,36.8,99,27,3.11,9.3,1.3075534,1.24E+13,Sitting
130,136,36.7,97,27,3.26,9.28,1.2258313,1.24E+13,Sitting
131,141,36.8,97,27,3.06,9.3,1.3756552,1.24E+13,Sitting
132,132,36.6,97,27,3.02,9.43,1.3075534,1.24E+13,Sitting
133,137,36.7,98,27,3.11,9.28,1.2258313,1.24E+13,Sitting
134,137,36.8,98,27,3.15,9.28,1.2258313,1.24E+13,Sitting
135,130,36.8,99,27,3.11,9.34,1.3075534,1.24E+13,Sitting
136,141,36.7,99,27,3.15,9.28,1.2666923,1.24E+13,Sitting
137,133,36.7,98,27,3.11,9.34,1.2258313,1.24E+13,Sitting
138,131,36.7,99,27,3.06,9.3,1.3075534,1.24E+13,Sitting
139,142,36.7,99,27,3.15,9.28,1.1849703,1.24E+13,Sitting
140,139,36.7,95,27,3.15,9.23,1.2666923,1.24E+13,Sitting
141,130,36.8,96,27,3.11,9.38,1.2258313,1.24E+13,Sitting
142,129,36.7,98,27,3.02,9.3,1.2258313,1.24E+13,Sitting
143,130,36.6,97,27,3.17,9.3,1.2666923,1.24E+13,Sitting
144,135,36.8,96,27,3.15,9.3,1.2666923,1.24E+13,Sitting
145,141,36.6,98,27,3.15,9.28,1.2666923,1.24E+13,Sitting
146,142,36.8,99,27,3.11,9.3,1.2666923,1.24E+13,Sitting
147,135,36.7,98,27,3.11,9.34,1.3075534,1.24E+13,Sitting
148,142,36.8,97,27,3.02,9.23,1.2258313,1.24E+13,Sitting
149,133,36.6,97,27,3.38,9.08,1.334794,1.24E+13,Sitting
150,128,36.8,96,27,3.06,9.3,1.2666923,1.24E+13,Sitting
151,135,36.6,97,27,2.96,9.38,1.1849703,1.24E+13,Sitting
152,129,36.6,96,27,2.91,9.43,1.2666923,1.24E+13,Sitting
153,129,36.7,98,27,3.15,9.3,1.2258313,1.24E+13,Sitting
154,140,36.7,97,27,3.17,9.28,1.334794,1.24E+13,Sitting
155,130,36.8,95,27,3.15,9.23,1.2666923,1.24E+13,Sitting
156,140,36.7,98,27,3.11,9.3,1.1849703,1.24E+13,Sitting
157,140,36.7,95,27,3.17,9.3,1.2666923,1.24E+13,Sitting
158,137,36.8,98,27,3.26,9.28,1.1849703,1.24E+13,Sitting
159,140,36.7,99,27,3.17,9.34,1.3075534,1.24E+13,Sitting
160,134,36.6,95,27,3.11,9.3,1.2666923,1.24E+13,Sitting
161,128,36.7,96,27,3.11,9.34,1.1849703,1.24E+13,Sitting
162,134,36.7,95,27,3.15,9.3,1.3075534,1.24E+13,Sitting
163,142,36.6,95,27,3.11,9.28,1.1441092,1.24E+13,Sitting
164,132,36.6,95,27,3.15,9.28,1.2258313,1.24E+13,Sitting
165,142,36.6,99,27,3.21,9.28,1.1849703,1.24E+13,Sitting
166,138,36.7,95,27,3.17,9.3,1.2666923,1.24E+13,Sitting
167,136,36.6,96,27,3.15,9.3,1.1168685,1.24E+13,Sitting
168,130,36.6,97,27,3.15,9.38,1.1849703,1.24E+13,Sitting
169,133,36.7,98,27,3.21,9.3,1.2258313,1.24E+13,Sitting
170,131,36.6,97,27,3.21,9.19,1.2258313,1.24E+13,Sitting
171,139,36.7,96,27,3.17,9.23,1.2258313,1.24E+13,Sitting
172,129,36.6,97,27,3.15,9.3,1.2666923,1.24E+13,Sitting
173,132,36.6,98,27,3.17,9.3,1.1849703,1.24E+13,Sitting
174,139,36.8,96,27,3.02,9.3,1.2258313,1.24E+13,Sitting
175,136,36.7,95,27,3.11,9.34,1.3075534,1.24E+13,Sitting
176,134,36.6,96,27,3.06,9.19,1.2258313,1.24E+13,Sitting
177,132,36.7,95,27,3.26,9.15,1.2258313,1.24E+13,Sitting
178,133,36.7,98,27,2.96,9.43,1.2666923,1.24E+13,Sitting
179,131,36.8,97,27,3.02,9.34,1.1849703,1.24E+13,Sitting
180,133,36.7,96,27,3.17,9.34,1.1441092,1.24E+13,Sitting
181,135,36.7,99,27,3.17,9.28,1.3075534,1.24E+13,Sitting
182,131,36.7,98,27,3.15,9.34,1.2258313,1.24E+13,Sitting
183,131,36.7,96,27,3.15,9.3,1.2258313,1.24E+13,Sitting
184,142,36.7,98,27,3.15,9.3,1.2666923,1.24E+13,Sitting
185,142,36.8,99,27,3.15,9.3,1.1441092,1.24E+13,Sitting
186,132,36.8,98,27,3.21,9.23,1.2258313,1.24E+13,Sitting
187,134,36.7,99,27,3.15,9.3,1.2258313,1.24E+13,Sitting
188,132,36.6,98,27,3.06,9.3,1.2666923,1.24E+13,Sitting
189,130,36.7,98,27,3.06,9.3,1.1849703,1.24E+13,Sitting
190,138,36.6,95,27,3.11,9.28,1.2258313,1.24E+13,Sitting
191,136,36.8,96,27,3.17,9.23,1.2258313,1.24E+13,Sitting
192,136,36.6,98,27,3.15,9.28,1.1849703,1.24E+13,Sitting
193,136,36.7,97,27,3.17,9.28,1.1849703,1.24E+13,Sitting
194,128,36.7,99,27,3.15,9.3,1.2258313,1.24E+13,Sitting
195,128,36.6,95,27,3.17,9.28,1.1849703,1.24E+13,Sitting
196,132,36.7,99,27,3.21,9.23,1.2666923,1.24E+13,Sitting
197,140,36.6,97,27,3.17,9.34,1.1849703,1.24E+13,Sitting
198,134,36.6,98,27,3.06,9.28,1.1168685,1.24E+13,Sitting
199,141,36.6,95,27,3.15,9.34,1.2258313,1.24E+13,Sitting
200,136,36.7,99,27,3.21,9.34,1.2666923,1.24E+13,Sitting
201,141,36.7,95,27,3.21,9.3,1.2258313,1.24E+13,Sitting
202,142,36.7,97,27,3.15,9.34,1.2666923,1.24E+13,Sitting
203,134,36.6,96,27,3.15,9.28,1.2258313,1.24E+13,Sitting
204,141,36.6,95,27,3.15,9.38,1.3075534,1.24E+13,Sitting
205,141,36.7,98,27,3.17,9.19,1.1441092,1.24E+13,Sitting
206,133,36.7,96,27,3.15,9.23,1.1849703,1.24E+13,Sitting
207,132,36.7,96,27,2.98,9.47,1.3075534,1.24E+13,Sitting
208,136,36.7,98,27,3.15,9.28,1.1168685,1.24E+13,Sitting
209,136,36.6,97,27,3.17,9.23,1.2666923,1.24E+13,Sitting
210,137,36.7,98,27,3.15,9.3,1.2258313,1.24E+13,Sitting
211,128,36.7,99,27,3.11,9.3,1.1441092,1.24E+13,Sitting
212,128,36.7,95,27,3.15,9.28,1.1849703,1.24E+13,Sitting
213,142,36.7,99,27,3.15,9.3,1.1849703,1.24E+13,Sitting
214,141,36.6,96,27,3.11,9.3,1.1849703,1.24E+13,Sitting
215,135,36.7,99,27,3.26,9.28,1.1441092,1.24E+13,Sitting
216,133,36.6,97,27,3.15,9.28,1.3075534,1.24E+13,Sitting
217,135,36.8,99,27,3.15,9.34,1.1168685,1.24E+13,Sitting
218,141,36.6,95,27,3.15,9.23,1.1849703,1.24E+13,Sitting
219,132,36.8,98,27,3.26,9.28,1.2258313,1.24E+13,Sitting
220,129,36.6,99,27,3.3,9.28,1.2258313,1.24E+13,Sitting
221,142,36.7,97,27,3.11,9.38,1.0760075,1.24E+13,Sitting
222,136,36.7,96,27,3.11,9.34,1.1441092,1.24E+13,Sitting
223,136,36.6,96,27,3.15,9.43,1.2258313,1.24E+13,Sitting
224,142,36.8,98,27,3.17,9.23,1.1441092,1.24E+13,Sitting
225,140,36.7,99,27,3.3,9.23,1.2258313,1.24E+13,Sitting
226,141,36.6,95,27,3.11,9.38,1.2666923,1.24E+13,Sitting
227,134,36.7,98,27,3.17,9.3,1.1168685,1.24E+13,Sitting
228,135,36.7,95,27,3.15,9.34,1.2258313,1.24E+13,Sitting
229,133,36.8,98,27,3.3,9.3,1.1849703,1.24E+13,Sitting
230,129,36.7,97,27,3.17,9.28,1.1849703,1.24E+13,Sitting
231,132,36.7,96,27,3.21,9.3,1.1441092,1.24E+13,Sitting
232,137,36.7,95,27,3.15,9.34,1.1441092,1.24E+13,Sitting
233,139,36.6,99,27,3.21,9.34,1.2666923,1.24E+13,Sitting
234,140,36.6,98,27,3.15,9.28,1.2258313,1.24E+13,Sitting
235,130,36.7,99,27,3.21,9.19,1.2258313,1.24E+13,Sitting
236,140,36.8,96,27,3.02,9.43,1.2258313,1.24E+13,Sitting
237,141,36.7,99,27,3.11,9.23,1.1441092,1.24E+13,Sitting
238,142,36.6,97,27,3.21,9.15,1.1849703,1.24E+13,Sitting
239,135,36.6,98,27,3.06,9.34,1.3756552,1.24E+13,Sitting
240,140,36.7,97,27,3.11,9.3,1.2666923,1.24E+13,Sitting
241,139,36.7,97,27,3.17,9.28,1.3075534,1.24E+13,Sitting
242,133,36.6,98,27,3.17,9.28,1.3075534,1.24E+13,Sitting
243,136,36.8,99,27,3.11,9.34,1.2258313,1.24E+13,Sitting
244,141,36.7,98,27,3.17,9.23,1.1441092,1.24E+13,Sitting
245,141,36.7,95,27,3.11,9.3,1.2666923,1.24E+13,Sitting
246,142,36.8,95,27,3.17,9.38,1.1168685,1.24E+13,Sitting
247,131,36.7,99,27,3.06,9.28,1.2258313,1.24E+13,Sitting
248,134,36.8,97,27,3.15,9.3,1.2666923,1.24E+13,Sitting
249,130,36.7,99,27,3.17,9.3,1.1849703,1.24E+13,Sitting
250,128,36.7,99,27,3.17,9.3,1.1849703,1.24E+13,Sitting
251,142,36.6,99,27,3.17,9.34,1.1441092,1.24E+13,Sitting
252,135,36.6,97,27,3.11,9.3,1.2666923,1.24E+13,Sitting
253,136,36.7,95,27,3.15,9.28,1.1441092,1.24E+13,Sitting
254,140,36.6,97,27,3.3,9.23,1.2666923,1.24E+13,Sitting
255,134,36.7,98,27,3.15,9.34,1.2258313,1.24E+13,Sitting
256,134,36.8,96,27,3.15,9.3,1.1441092,1.24E+13,Sitting
257,129,36.6,96,27,3.15,9.28,1.1849703,1.24E+13,Sitting
258,132,36.7,99,27,3.21,9.34,1.2666923,1.24E+13,Sitting
259,137,36.7,98,27,3.15,9.3,1.3075534,1.24E+13,Sitting
260,140,36.6,99,27,3.11,9.3,1.2258313,1.24E+13,Sitting
261,134,36.7,95,27,3.17,9.3,1.2258313,1.24E+13,Sitting
262,129,36.6,97,27,3.15,9.3,1.2258313,1.24E+13,Sitting
263,140,36.7,96,27,3.15,9.34,1.2666923,1.24E+13,Sitting
264,134,36.8,99,27,3.3,9.23,1.1849703,1.24E+13,Sitting
265,139,36.8,96,27,3.15,9.3,1.2258313,1.24E+13,Sitting
266,132,36.6,95,27,3.11,9.34,1.1849703,1.24E+13,Sitting
267,128,36.6,99,27,3.11,9.28,1.1168685,1.24E+13,Sitting
268,128,36.6,98,27,3.17,9.3,1.2666923,1.24E+13,Sitting
269,140,36.6,98,27,3.15,9.3,1.1849703,1.24E+13,Sitting
270,133,36.7,99,27,3.15,9.3,1.2258313,1.24E+13,Sitting
271,138,36.7,95,27,3.15,9.3,1.1849703,1.24E+13,Sitting
272,138,36.7,97,27,3.15,9.3,1.1849703,1.24E+13,Sitting
273,137,36.6,98,27,3.15,9.3,1.2258313,1.24E+13,Sitting
274,138,36.7,97,27,3.26,9.28,1.1849703,1.24E+13,Sitting
275,128,36.7,95,27,3.17,9.34,1.2258313,1.24E+13,Sitting
276,128,36.6,98,27,3.17,9.3,1.1441092,1.24E+13,Sitting
277,130,36.7,96,27,3.11,9.3,1.2258313,1.24E+13,Sitting
278,134,36.6,97,27,3.17,9.3,1.1849703,1.24E+13,Sitting
279,135,36.7,95,27,3.21,9.3,1.1849703,1.24E+13,Sitting
280,133,36.6,99,27,3.17,9.3,1.2258313,1.24E+13,Sitting
281,139,36.8,97,27,3.17,9.3,1.1441092,1.24E+13,Sitting
282,135,36.7,98,27,3.21,9.3,1.2258313,1.24E+13,Sitting
283,131,36.7,97,27,3.15,9.34,1.2258313,1.24E+13,Sitting
284,137,36.8,98,27,3.3,9.23,1.1849703,1.24E+13,Sitting
285,128,36.7,95,27,3.15,9.28,1.2258313,1.24E+13,Sitting
286,142,36.8,99,27,3.15,9.38,1.2258313,1.24E+13,Sitting
287,131,36.7,97,27,3.02,9.28,1.2258313,1.24E+13,Sitting
288,129,36.8,96,27,3.21,9.23,1.334794,1.24E+13,Sitting
289,133,36.8,98,27,3.11,9.3,1.3075534,1.24E+13,Sitting
290,135,36.7,98,27,3.15,9.3,1.2666923,1.24E+13,Sitting
291,140,36.6,95,27,3.06,9.3,1.2666923,1.24E+13,Sitting
292,129,36.7,95,27,3.11,9.28,1.3075534,1.24E+13,Sitting
293,132,36.7,95,27,3.11,9.28,1.2666923,1.24E+13,Sitting
294,135,36.6,97,27,3.15,9.28,1.1849703,1.24E+13,Sitting
295,134,36.7,98,27,3.06,9.38,1.4165162,1.24E+13,Sitting
296,142,36.7,98,27,3.17,9.38,1.3075534,1.24E+13,Sitting
297,138,36.6,97,27,3.17,9.15,1.1441092,1.24E+13,Sitting
298,128,36.8,99,27,3.02,9.38,1.3075534,1.24E+13,Sitting
299,140,36.6,98,27,3.15,9.34,1.1849703,1.24E+13,Sitting
300,137,36.8,99,27,3.3,9.28,1.1849703,1.24E+13,Sitting
301,141,36.8,95,27,3.11,9.3,1.3075534,1.24E+13,Sitting
302,140,36.8,95,27,3.15,9.28,1.2666923,1.24E+13,Sitting
303,141,36.7,95,27,3.15,9.34,1.2666923,1.24E+13,Sitting
304,140,36.7,97,27,3.21,9.28,1.2258313,1.24E+13,Sitting
305,140,36.8,97,27,3.11,9.28,1.334794,1.24E+13,Sitting
306,128,36.6,98,27,2.98,9.43,1.2258313,1.24E+13,Sitting
307,139,36.6,99,27,3.02,9.3,1.1849703,1.24E+13,Sitting
308,133,36.7,95,27,3.15,9.3,1.2666923,1.24E+13,Sitting
309,135,36.7,96,27,3.21,9.28,1.2666923,1.24E+13,Sitting
310,135,36.7,97,27,3.21,9.3,1.2666923,1.24E+13,Sitting
311,136,36.7,96,27,3.11,9.28,1.2258313,1.24E+13,Sitting
312,138,36.7,98,27,3.17,9.43,1.1441092,1.24E+13,Sitting
313,141,36.7,95,27,3.45,9.3,1.2666923,1.24E+13,Sitting
314,128,36.6,97,27,3.17,9.15,1.2258313,1.24E+13,Sitting
315,128,36.8,96,27,2.79,9.53,1.1849703,1.24E+13,Sitting
316,136,36.7,99,27,2.56,9.51,1.4982382,1.24E+13,Sitting
317,141,36.8,98,27,2.83,9.28,1.2258313,1.24E+13,Sitting
318,141,36.7,99,27,3.45,9.11,1.1168685,1.24E+13,Sitting
319,140,36.7,97,27,3.87,9.11,1.4982382,1.24E+13,Sitting
320,139,36.7,99,27,3.15,9.43,1.0351465,1.24E+13,Sitting
321,141,36.6,97,27,3.06,9.43,0.9942854,1.24E+13,Sitting
322,131,36.6,99,27,2.98,9.38,1.4573772,1.24E+13,Sitting
323,139,36.7,95,27,3.17,9.43,1.2258313,1.24E+13,Sitting
324,142,36.7,98,27,3.21,9.47,1.1168685,1.24E+13,Sitting
325,131,36.6,97,27,3.38,9.11,1.2258313,1.24E+13,Sitting
326,142,36.8,99,27,3.41,9,1.1168685,1.24E+13,Sitting
327,138,36.8,96,27,3.06,9.38,1.1441092,1.24E+13,Sitting
328,136,36.8,97,27,2.91,9.43,1.2258313,1.24E+13,Sitting
329,137,36.8,96,27,2.96,9.38,1.0351465,1.24E+13,Sitting
330,131,36.6,97,27,3.17,9.43,1.2258313,1.24E+13,Sitting
331,131,36.7,99,27,3.15,9.28,1.2258313,1.24E+13,Sitting
332,133,36.7,98,27,3.34,9.23,1.3075534,1.24E+13,Sitting
333,133,36.7,96,27,2.91,9.38,1.2666923,1.24E+13,Sitting
334,136,36.8,98,27,3.17,9.3,1.2666923,1.24E+13,Sitting
335,133,36.8,99,27,3.17,9.19,1.2258313,1.24E+13,Sitting
336,133,36.7,96,27,3.26,9.38,1.2666923,1.24E+13,Sitting
337,134,36.6,97,27,3.02,9.3,1.0351465,1.24E+13,Sitting
338,132,36.7,99,27,3.15,9.34,1.2258313,1.24E+13,Sitting
339,140,36.6,98,27,3.15,9.3,1.1849703,1.24E+13,Sitting
340,135,36.6,95,27,3.3,9.28,1.1849703,1.24E+13,Sitting
341,141,36.8,97,27,3.17,9.3,1.2258313,1.24E+13,Sitting
342,131,36.8,99,27,3.21,9.3,1.1168685,1.24E+13,Sitting
343,134,36.8,95,27,3.17,9.34,1.1441092,1.24E+13,Sitting
344,130,36.7,95,27,3.26,9.34,1.2666923,1.24E+13,Sitting
345,139,36.8,97,27,3.26,9.28,1.0760075,1.24E+13,Sitting
346,133,36.8,98,27,3.17,9.34,1.2258313,1.24E+13,Sitting
347,130,36.7,96,27,3.15,9.3,1.1168685,1.24E+13,Sitting
348,137,36.7,99,27,3.11,9.34,1.1168685,1.24E+13,Sitting
349,133,36.7,99,27,3.17,9.34,1.2666923,1.24E+13,Sitting
350,141,36.7,96,27,3.21,9.3,1.1849703,1.24E+13,Sitting
351,140,36.7,95,27,3.21,9.28,1.1849703,1.24E+13,Sitting
352,140,36.7,99,27,3.11,9.34,1.1849703,1.24E+13,Sitting
353,129,36.6,96,27,3.21,9.28,1.1849703,1.24E+13,Sitting
354,130,36.6,98,27,3.11,9.38,1.2258313,1.24E+13,Sitting
355,129,36.6,95,27,3.21,9.19,1.2258313,1.24E+13,Sitting
356,138,36.7,98,27,3.15,9.28,1.1849703,1.24E+13,Sitting
357,129,36.7,95,27,3.15,9.38,1.2258313,1.24E+13,Sitting
358,136,36.6,98,27,3.11,9.28,1.1849703,1.24E+13,Sitting
359,137,36.8,99,27,3.17,9.3,1.2666923,1.24E+13,Sitting
360,135,36.7,95,27,3.15,9.34,1.2258313,1.24E+13,Sitting
361,139,36.7,98,27,3.21,9.28,1.2258313,1.24E+13,Sitting
362,136,36.6,97,27,3.11,9.34,1.1849703,1.24E+13,Sitting
363,135,36.8,95,27,3.11,9.28,1.2258313,1.24E+13,Sitting
364,135,36.7,96,27,3.17,9.28,1.2258313,1.24E+13,Sitting
365,140,36.7,96,27,3.17,9.28,1.2258313,1.24E+13,Sitting
366,131,36.7,99,27,3.21,9.3,1.1441092,1.24E+13,Sitting
